date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:57:40	1399/1399	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d98f3b6-577%22	https://exponentwptheme.com/finance/wp-includes/js/wp-embed.min.js?ver=5.3.4	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-includes/js/wp-embed.min03ec.js	(from https://exponentwptheme.com/finance/)
20:57:41	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fac1ec5-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/Users/user/Desktop/exponentwptheme/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://exponentwptheme.com/finance/)
20:57:43	20778/20778	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dd0088a-512a%22	https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/plugins/be-grid/css/modulobox.svg	C:/Users/user/Desktop/exponentwptheme/qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/plugins/be-grid/css/modulobox.svg	(from https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/plugins/be-grid/css/be-grid.min.css?ver=1.2.4)
20:57:44	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Nov%202020%2015:27:43%20GMT	https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/plugins/be-grid/img/plus_icon.png	C:/Users/user/Desktop/exponentwptheme/qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/plugins/be-grid/img/plus_icon.37.delayed	(from https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/plugins/be-grid/css/be-grid.min.css?ver=1.2.4)
20:57:44	847/847	---M--	200	added ('OK')	image/gif	etag:%225dd0097b-34f%22	https://exponentwptheme.com/finance/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://exponentwptheme.com/finance/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.5)
20:57:46	1312/1312	---M--	200	added ('OK')	image/png	etag:%225d0de4bb-520%22	https://exponentwptheme.com/finance/wp-content/plugins/instagram-feed/img/small-logo.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/instagram-feed/img/small-logo.png	(from https://exponentwptheme.com/finance/wp-content/plugins/instagram-feed/css/sb-instagram.min.css?ver=1.12)
20:57:47	74172/74172	---M--	200	added ('OK')	font/woff2	etag:%225dd008fb-121bc%22	https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.woff2?p10al9	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.woff2	(from https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.4)
20:57:48	167548/167548	---M--	200	added ('OK')	application/octet-stream	etag:%225dd008fb-28e7c%22	https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.ttf?p10al9	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.ttf	(from https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.4)
20:57:49	92208/92208	---M--	200	added ('OK')	font/woff	etag:%225dd008fb-16830%22	https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.woff?p10al9	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.woff	(from https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.4)
20:57:50	569642/569642	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dd008fb-8b12a%22	https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons.svg?p10al9	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/fonts/tatsu-icons7ab3.svg	(from https://exponentwptheme.com/finance/wp-content/plugins/tatsu/includes/icons/tatsu_icons/tatsu-icons.css?ver=5.3.4)
20:57:50	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c57ce92-2f68%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:51	7536/7536	---M--	200	added ('OK')	font/woff	etag:%225c57ce92-1d70%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:52	11968/11968	---M--	200	added ('OK')	application/octet-stream	etag:%225c57ce92-2ec0%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:53	13797/13797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c57ce92-35e5%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:54	326/326	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Feb%202019%2005:33:06%20GMT	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:54	326/326	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Feb%202019%2005:33:06%20GMT	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:55	933/933	---M--	200	added ('OK')	image/png	etag:%225c57ce92-3a5%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:56	951/951	---M--	200	added ('OK')	image/png	etag:%225c57ce92-3b7%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:58	938/938	---M--	200	added ('OK')	image/png	etag:%225c57ce92-3aa%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:57:59	935/935	---M--	200	added ('OK')	image/png	etag:%225c57ce92-3a7%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:58:00	184/184	---M--	200	added ('OK')	image/png	etag:%225c57ce92-b8%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:58:01	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225c57ce92-9f1%22	https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://exponentwptheme.com/finance/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1)
20:58:02	2940/2940	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%225dd0086b-b7c%22	https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/exponent-icons/exponent.ttf	C:/Users/user/Desktop/exponentwptheme/qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/exponent-icons/exponent.ttf	(from https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/icons.css?ver=1.2.4)
20:58:03	3016/3016	---M--	200	added ('OK')	font/woff	etag:%225dd0086b-bc8%22	https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/exponent-icons/exponent.woff	C:/Users/user/Desktop/exponentwptheme/qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/exponent-icons/exponent.woff	(from https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/icons.css?ver=1.2.4)
20:58:04	6530/6530	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dd0086b-1982%22	https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/exponent-icons/exponent.svg	C:/Users/user/Desktop/exponentwptheme/qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/exponent-icons/exponent.svg	(from https://qu3r1v212d48cje431eqa61a-wpengine.netdna-ssl.com/wp-content/themes/exponent/fonts/icons.css?ver=1.2.4)
20:58:05	2265/2265	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Nov%202020%2015:28:04%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fhome%2F	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed6536.json	(from https://exponentwptheme.com/finance/home/)
20:58:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Nov%202020%2015:28:05%20GMT	https://exponentwptheme.com/finance/?p=4	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/index5c7e.html	(from https://exponentwptheme.com/finance/home/)
20:58:06	2358/2358	---MCZ	200	added ('OK')	text/xml	date:Thu,%2012%20Nov%202020%2015:28:05%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fhome%2F&format=xml	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embedcef8	(from https://exponentwptheme.com/finance/home/)
20:58:06	657631/657631	---M--	200	added ('OK')	image/jpeg	etag:%225b9b675c-a08df%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Home-Hero-IMG.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Home-Hero-IMG.jpg	(from https://exponentwptheme.com/finance/home/)
20:58:07	2274/2274	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Nov%202020%2015:28:07%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fabout-2%2F	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed039d.json	(from https://exponentwptheme.com/finance/about-2/)
20:58:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Nov%202020%2015:28:07%20GMT	https://exponentwptheme.com/finance/?p=145	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/indexbe3b.html	(from https://exponentwptheme.com/finance/about-2/)
20:58:08	2367/2367	---MCZ	200	added ('OK')	text/xml	date:Thu,%2012%20Nov%202020%2015:28:08%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fabout-2%2F&format=xml	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed24f8	(from https://exponentwptheme.com/finance/about-2/)
20:58:08	570236/570236	---M--	200	added ('OK')	image/jpeg	etag:%225c498f38-8b37c%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-5.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-5.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:09	22453/22453	---M--	200	added ('OK')	image/jpeg	etag:%225bb1c60f-57b5%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/finance-rev.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/finance-rev.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:09	620531/620531	---M--	200	added ('OK')	image/jpeg	etag:%225c498f36-977f3%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-4.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-4.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:09	33495/33495	---M--	200	added ('OK')	image/jpeg	etag:%225b9b6768-82d7%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-1.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-1.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:09	37100/37100	---M--	200	added ('OK')	image/jpeg	etag:%225b9b6769-90ec%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-2.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-2.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:09	32586/32586	---M--	200	added ('OK')	image/jpeg	etag:%225b9b676b-7f4a%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-4.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-4.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:10	33544/33544	---M--	200	added ('OK')	image/jpeg	etag:%225b9b676a-8308%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-3.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-3.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:10	36521/36521	---M--	200	added ('OK')	image/jpeg	etag:%225b9b676e-8ea9%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-8.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-8.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:10	34321/34321	---M--	200	added ('OK')	image/jpeg	etag:%225b9b676b-8611%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-5.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-5.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:10	28764/28764	---M--	200	added ('OK')	image/jpeg	etag:%225b9b676c-705c%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-6.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-6.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:11	44049/44049	---M--	200	added ('OK')	image/jpeg	etag:%225b9b676d-ac11%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-7.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Team-7.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:11	4428/4428	---M--	200	added ('OK')	image/png	etag:%225bb1cbe9-114c%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-1.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-1.png	(from https://exponentwptheme.com/finance/about-2/)
20:58:12	4159/4159	---M--	200	added ('OK')	image/png	etag:%225bb1cbea-103f%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-2.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-2.png	(from https://exponentwptheme.com/finance/about-2/)
20:58:12	5041/5041	---M--	200	added ('OK')	image/png	etag:%225bb1cbeb-13b1%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-3.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-3.png	(from https://exponentwptheme.com/finance/about-2/)
20:58:12	4532/4532	---M--	200	added ('OK')	image/png	etag:%225bb1cbeb-11b4%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-4.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-4.png	(from https://exponentwptheme.com/finance/about-2/)
20:58:13	4379/4379	---M--	200	added ('OK')	image/png	etag:%225bb1cbec-111b%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-5.png	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/10/Client-5.png	(from https://exponentwptheme.com/finance/about-2/)
20:58:13	245275/245275	---M--	200	added ('OK')	image/jpeg	etag:%225b9b674b-3be1b%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/About-CTA-IMG.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/About-CTA-IMG.jpg	(from https://exponentwptheme.com/finance/about-2/)
20:58:14	2285/2285	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Nov%202020%2015:28:14%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fservices%2F	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed169f.json	(from https://exponentwptheme.com/finance/services/)
20:58:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Nov%202020%2015:28:14%20GMT	https://exponentwptheme.com/finance/?p=4616	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/index1a22.html	(from https://exponentwptheme.com/finance/services/)
20:58:15	2378/2378	---MCZ	200	added ('OK')	text/xml	date:Thu,%2012%20Nov%202020%2015:28:15%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fservices%2F&format=xml	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed3f39	(from https://exponentwptheme.com/finance/services/)
20:58:15	190737/190737	---M--	200	added ('OK')	image/jpeg	etag:%225c498f38-2e911%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-Hero-IMG.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-Hero-IMG.jpg	(from https://exponentwptheme.com/finance/services/)
20:58:15	123817/123817	---M--	200	added ('OK')	image/jpeg	etag:%225c498f38-1e3a9%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-IMG-2.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-IMG-2.jpg	(from https://exponentwptheme.com/finance/services/)
20:58:16	110059/110059	---M--	200	added ('OK')	image/jpeg	etag:%225c498f38-1adeb%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-IMG-3.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-IMG-3.jpg	(from https://exponentwptheme.com/finance/services/)
20:58:16	348865/348865	---M--	200	added ('OK')	image/jpeg	etag:%225c498f38-552c1%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-IMG-4.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-IMG-4.jpg	(from https://exponentwptheme.com/finance/services/)
20:58:17	2476/2476	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Nov%202020%2015:28:16%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fconsulting%2F	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embeda191.json	(from https://exponentwptheme.com/finance/portfolio/consulting/)
20:58:17	2602/2602	---MCZ	200	added ('OK')	text/xml	date:Thu,%2012%20Nov%202020%2015:28:17%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fconsulting%2F&format=xml	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embede42f	(from https://exponentwptheme.com/finance/portfolio/consulting/)
20:58:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Nov%202020%2015:28:17%20GMT	https://exponentwptheme.com/finance/?p=4652	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/index2920.html	(from https://exponentwptheme.com/finance/portfolio/consulting/)
20:58:18	373534/373534	---M--	200	added ('OK')	image/jpeg	etag:%225c498f38-5b31e%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-6.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-6.jpg	(from https://exponentwptheme.com/finance/portfolio/consulting/)
20:58:18	2491/2491	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Nov%202020%2015:28:18%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fstock-markets%2F	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed9a5b.json	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
20:58:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Nov%202020%2015:28:18%20GMT	https://exponentwptheme.com/finance/?p=4647	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/indexf5e4.html	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
20:58:19	2617/2617	---MCZ	200	added ('OK')	text/xml	date:Thu,%2012%20Nov%202020%2015:28:19%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fstock-markets%2F&format=xml	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed10b1	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
20:58:20	316422/316422	---M--	200	added ('OK')	image/jpeg	etag:%225c498f36-4d406%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-1.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-1.jpg	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
20:58:20	2486/2486	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Nov%202020%2015:28:20%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fmutual-funds%2F	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed3a2c.json	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
20:58:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Nov%202020%2015:28:20%20GMT	https://exponentwptheme.com/finance/?p=4648	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/index90df.html	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
20:58:21	2612/2612	---MCZ	200	added ('OK')	text/xml	date:Thu,%2012%20Nov%202020%2015:28:21%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fmutual-funds%2F&format=xml	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-json/oembed/1.0/embed5a68	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
20:58:22	319433/319433	---M--	200	added ('OK')	image/jpeg	etag:%225c498f36-4dfc9%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-2.jpg	C:/Users/user/Desktop/exponentwptheme/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-2.jpg	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
